longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,MedianPrice
-117.71,33.61,26,3046,726.0,888,663,2.6848,<1H OCEAN,74100
-118.94,35.37,33,3372,741.0,2352,704,2.0643,INLAND,57600
-119.62,36.58,13,1788,405.0,1652,411,2.6858,INLAND,62400
-118.11,34.07,46,1130,229.0,698,209,5.2719,<1H OCEAN,244400
-118.33,34.03,46,2312,625.0,1552,603,1.6429,<1H OCEAN,125000
-122.62,37.85,30,833,164.0,358,143,6.8198,NEAR OCEAN,493800
-122.45,37.63,28,4946,848.0,2683,824,5.748,NEAR OCEAN,302100
-122.5,37.79,52,8,1.0,13,1,15.0001,NEAR BAY,500001
-121.14,40.29,17,1944,394.0,384,172,1.6875,INLAND,111500
-118.08,34.09,33,2557,578.0,1715,530,2.9196,<1H OCEAN,208800
-123.34,39.1,24,5372,1051.0,3002,992,3.0652,<1H OCEAN,131100
-121.24,37.94,5,2232,488.0,1857,435,2.8705,INLAND,113600
-121.36,38.66,22,2878,599.0,1362,541,2.7955,INLAND,96500
-117.03,33.12,25,3142,446.0,1286,419,5.4663,<1H OCEAN,248300
-117.06,32.69,13,705,149.0,718,155,4.4375,NEAR OCEAN,154900
-117.15,33.7,2,6305,1265.0,2489,1152,3.1319,INLAND,111500
-122.26,37.85,52,2491,474.0,1098,468,3.075,NEAR BAY,213500
-121.45,38.63,28,1246,295.0,884,258,1.4397,INLAND,51700
-122.08,37.62,17,2485,518.0,1139,550,2.6875,NEAR BAY,157300
-117.84,33.75,16,4367,1161.0,2164,1005,4.0214,<1H OCEAN,139500
-119.02,34.26,40,1498,292.0,707,249,3.7974,<1H OCEAN,228700
-118.1,33.78,35,4466,740.0,2134,743,5.7389,<1H OCEAN,251800
-122.26,38.29,10,969,160.0,482,180,6.5799,NEAR BAY,218100
-122.26,37.88,52,1149,255.0,483,249,4.2788,NEAR BAY,332500
-122.39,37.8,25,4561,1474.0,1525,1169,4.5581,NEAR BAY,500001
-118.96,34.23,14,15207,2924.0,6301,2829,3.9699,<1H OCEAN,217000
-121.91,36.59,17,5039,833.0,1678,710,6.2323,NEAR OCEAN,339100
-118.44,34.31,14,4151,941.0,3163,915,4.0301,<1H OCEAN,154300
-122.03,37.37,16,3402,1193.0,1479,1043,3.5861,<1H OCEAN,500001
-121.05,37.64,33,1438,237.0,569,208,3.3516,INLAND,150000
-122.15,37.71,36,998,178.0,531,183,4.0208,NEAR BAY,191500
-122.84,38.42,29,2756,551.0,1381,531,2.9625,<1H OCEAN,237300
-117.09,32.68,30,2662,653.0,1997,605,2.8089,NEAR OCEAN,120600
-117.88,33.82,26,1783,298.0,1048,306,6.0488,<1H OCEAN,232000
-121.81,37.37,24,962,146.0,492,155,7.2861,<1H OCEAN,328000
-122.02,37.54,31,1240,264.0,719,236,3.535,NEAR BAY,210300
-115.57,32.78,25,2007,301.0,1135,332,5.128,INLAND,99600
-120.44,37.31,21,6911,1341.0,3967,1297,3.0515,INLAND,95200
-121.3,39.0,16,3155,541.0,1630,540,4.0282,INLAND,126400
-117.33,34.53,10,3781,712.0,2044,685,3.0943,INLAND,97100
-121.48,37.77,19,2364,373.0,1264,390,5.0176,INLAND,274200
-116.94,34.4,20,6541,1401.0,2631,980,2.1339,INLAND,78500
-121.82,38.36,26,1974,364.0,1002,362,3.3036,INLAND,210000
-119.16,34.28,30,413,98.0,400,112,4.0,NEAR OCEAN,219200
-118.46,34.14,34,5264,771.0,1738,753,8.8115,<1H OCEAN,500001
-122.06,37.95,36,2213,386.0,950,370,4.7386,NEAR BAY,186400
-118.1,33.94,34,1947,284.0,841,277,6.1814,<1H OCEAN,453600
-118.23,33.76,21,49,14.0,29,16,5.0,NEAR OCEAN,87500
-118.18,33.8,30,2734,758.0,2951,691,1.7689,NEAR OCEAN,117600
-117.98,34.13,29,2110,460.0,1890,448,3.6806,INLAND,130500
-118.24,34.14,28,1843,554.0,1402,512,2.462,<1H OCEAN,254000
-118.38,34.22,20,1176,344.0,864,318,2.375,<1H OCEAN,177700
-118.14,34.2,39,2569,426.0,1282,432,5.0953,INLAND,207400
-122.41,37.76,52,2064,496.0,1726,466,3.4028,NEAR BAY,233300
-117.06,32.57,25,1268,282.0,991,299,3.0284,NEAR OCEAN,123600
-117.89,33.76,34,1050,210.0,723,201,4.8,<1H OCEAN,192700
-121.52,38.53,30,3377,623.0,1289,594,3.5737,INLAND,171200
-122.89,40.76,14,712,131.0,270,90,2.3958,INLAND,102100
-118.27,33.94,34,721,165.0,661,171,2.0789,<1H OCEAN,92400
-116.89,32.67,9,2652,393.0,1355,362,6.2578,<1H OCEAN,293100
-121.59,39.82,12,1958,369.0,875,354,2.3507,INLAND,97600
-122.01,37.3,25,4044,551.0,1699,533,8.0837,<1H OCEAN,380600
-117.8,33.9,22,3760,482.0,1485,461,7.8537,<1H OCEAN,354900
-119.64,36.31,27,1513,314.0,1071,284,1.5909,INLAND,50100
-117.4,34.58,18,755,169.0,483,165,1.4196,INLAND,64700
-118.92,34.18,17,2400,352.0,1067,323,6.3522,<1H OCEAN,259300
-117.14,32.72,34,2533,862.0,2011,778,2.1199,NEAR OCEAN,160400
-118.11,33.73,32,1258,333.0,645,334,5.0476,NEAR OCEAN,500001
-122.31,37.56,52,2351,494.0,1126,482,3.9688,NEAR OCEAN,356900
-118.33,34.2,43,2322,418.0,1106,433,4.3631,<1H OCEAN,284600
-118.32,34.08,52,1164,257.0,575,251,3.125,<1H OCEAN,380400
-122.49,37.74,44,1472,275.0,820,310,5.6826,NEAR OCEAN,300000
-122.35,37.94,47,1275,275.0,844,273,2.8967,NEAR BAY,95600
-124.18,40.78,37,1453,293.0,867,310,2.5536,NEAR OCEAN,70200
-115.53,32.97,35,1583,340.0,933,318,2.4063,INLAND,70700
-120.87,38.37,28,3998,765.0,1614,698,2.8125,INLAND,113400
-123.01,38.8,21,360,96.0,131,74,3.5156,<1H OCEAN,133300
-121.93,37.76,5,2255,269.0,876,258,10.3345,<1H OCEAN,461400
-121.9,37.32,48,1274,313.0,971,291,3.7738,<1H OCEAN,220600
-122.24,37.77,43,955,284.0,585,266,2.3882,NEAR BAY,162500
-119.25,35.78,35,1927,386.0,1371,414,2.2981,INLAND,69900
-119.69,34.43,44,2440,485.0,1011,442,4.149,<1H OCEAN,443600
-122.7,38.33,16,1244,242.0,696,236,3.6369,<1H OCEAN,158700
-118.16,34.08,43,1523,378.0,1338,352,3.2031,<1H OCEAN,144600
-118.23,33.91,33,677,182.0,984,174,2.5893,<1H OCEAN,88900
-117.27,34.12,31,2209,636.0,1314,562,1.7235,INLAND,78800
-121.82,37.25,24,3344,531.0,1768,541,5.8305,<1H OCEAN,245600
-122.41,37.77,52,361,76.0,168,55,3.2292,NEAR BAY,275000
-121.44,37.76,5,7264,1285.0,3670,1146,5.0443,INLAND,194800
-122.04,38.0,16,3077,733.0,1447,709,3.2484,NEAR BAY,91100
-117.23,33.2,21,2284,360.0,999,356,4.8929,<1H OCEAN,212500
-119.23,34.17,18,6171,1490.0,2164,1210,3.6875,NEAR OCEAN,500001
-122.02,37.24,28,2796,365.0,1085,363,10.6834,<1H OCEAN,500001
-122.43,37.66,43,1769,387.0,1102,377,4.5493,NEAR OCEAN,281500
-117.13,32.7,38,1445,392.0,1286,357,1.4632,NEAR OCEAN,80200
-118.27,34.05,24,323,214.0,751,189,1.8304,<1H OCEAN,225000
-122.56,37.9,24,221,41.0,75,38,5.1292,NEAR BAY,362500
-117.26,33.21,26,1906,408.0,1325,427,3.0197,<1H OCEAN,136000
-118.19,33.87,27,4701,1359.0,2571,1216,2.5417,<1H OCEAN,184100
-118.24,33.96,39,643,186.0,821,191,2.5729,<1H OCEAN,97300
-119.34,36.33,17,2250,430.0,1218,468,4.1812,INLAND,93700
-117.53,33.69,6,454,102.0,213,43,10.9704,<1H OCEAN,483300
-120.27,38.29,10,3486,695.0,298,124,3.3542,INLAND,103800
-118.4,34.19,35,1631,356.0,862,368,3.6007,<1H OCEAN,261800
-118.4,34.02,40,593,137.0,371,132,4.6932,<1H OCEAN,332800
-121.3,38.69,21,6575,1105.0,3358,1098,4.0739,INLAND,115400
-117.79,33.88,17,8562,1351.0,3822,1316,6.0829,<1H OCEAN,252600
-122.66,38.2,39,2889,517.0,1351,489,4.3056,<1H OCEAN,251300
-116.96,32.79,19,3008,693.0,2341,689,2.6087,<1H OCEAN,123800
-121.02,39.25,52,1549,275.0,604,249,2.2278,INLAND,155400
-121.28,38.1,13,2432,586.0,1441,606,2.5556,INLAND,133100
-122.41,37.66,37,694,188.0,658,225,4.6103,NEAR OCEAN,237500
-117.46,34.14,10,714,131.0,381,119,0.8926,INLAND,116100
-122.41,37.66,37,2155,446.0,1255,428,3.8438,NEAR OCEAN,250700
-118.78,34.16,9,30405,4093.0,12873,3931,8.0137,NEAR OCEAN,399200
-117.86,33.72,37,1429,428.0,2089,399,3.413,<1H OCEAN,150600
-121.84,37.27,9,3624,812.0,1856,721,4.2083,<1H OCEAN,198400
-122.28,37.84,50,2082,492.0,1131,473,1.6424,NEAR BAY,108900
-122.01,36.98,27,2820,730.0,1511,745,2.589,NEAR OCEAN,242400
-121.77,36.87,37,424,65.0,266,64,3.3472,NEAR OCEAN,293800
-116.2,33.63,23,1152,273.0,1077,235,2.5,INLAND,96300
-122.16,37.76,46,1827,307.0,881,302,4.6696,NEAR BAY,164300
-120.3,37.34,33,993,186.0,556,175,2.4286,INLAND,103600
-119.69,36.41,38,1016,202.0,540,187,2.2885,INLAND,75000
-120.57,34.96,27,1401,294.0,1306,286,2.5809,NEAR OCEAN,83200
-121.21,37.5,34,294,49.0,147,47,3.0,INLAND,162500
-122.38,40.61,14,4773,1133.0,2101,1072,1.7227,INLAND,105000
-121.3,38.7,18,7334,1332.0,3339,1271,3.235,INLAND,124700
-118.34,33.9,36,1342,259.0,706,261,4.1776,<1H OCEAN,236600
-118.31,33.74,22,5042,974.0,2260,935,4.3472,NEAR OCEAN,351200
-118.12,34.06,35,1729,438.0,1308,412,2.5321,<1H OCEAN,197200
-122.45,37.79,52,1457,215.0,495,208,10.7097,NEAR BAY,500001
-122.7,38.66,43,1384,284.0,582,224,3.9063,<1H OCEAN,210000
-118.39,34.21,32,1869,441.0,1516,432,3.6845,<1H OCEAN,178500
-118.29,34.11,30,2774,570.0,1076,580,5.296,<1H OCEAN,500001
-121.89,37.68,12,7490,1207.0,3329,1136,6.3373,<1H OCEAN,339700
-118.08,34.11,42,2628,525.0,1494,523,3.9464,<1H OCEAN,257200
-122.24,37.83,41,2576,406.0,794,376,5.956,NEAR BAY,366100
-118.14,34.09,38,1745,457.0,1547,460,2.85,<1H OCEAN,219000
-118.29,34.11,24,3696,1125.0,1685,1031,2.3789,<1H OCEAN,266700
-118.3,33.83,31,2693,661.0,1598,618,3.1851,<1H OCEAN,240200
-122.18,37.73,43,1391,293.0,855,285,2.5192,NEAR BAY,76400
-118.35,34.05,33,2880,836.0,1416,736,2.6781,<1H OCEAN,328800
-122.83,39.09,26,2191,495.0,679,371,1.4679,INLAND,94700
-119.57,36.7,34,1759,354.0,899,337,2.6823,INLAND,72900
-118.39,33.96,45,1436,374.0,662,292,3.625,<1H OCEAN,329400
-124.16,40.78,50,2285,403.0,837,353,2.5417,NEAR OCEAN,85400
-122.36,40.56,20,3592,868.0,1865,781,2.0258,INLAND,64800
-120.97,37.61,16,1326,375.0,884,375,1.871,INLAND,103900
-117.85,33.8,34,1593,283.0,872,255,3.825,<1H OCEAN,216700
-121.92,37.24,26,6777,1051.0,3319,1061,6.3663,<1H OCEAN,279400
-117.91,33.72,32,2436,504.0,2839,516,4.5607,<1H OCEAN,182100
-119.87,36.76,34,1649,323.0,919,316,2.875,INLAND,74500
-118.24,34.01,30,405,86.0,376,68,1.7813,<1H OCEAN,127500
-118.26,33.95,44,1513,369.0,1088,344,1.2969,<1H OCEAN,94400
-120.46,38.15,16,4221,781.0,1516,697,2.3816,INLAND,116000
-122.47,37.78,52,2951,647.0,1448,591,3.1392,NEAR BAY,422400
-121.95,37.36,25,3472,956.0,2267,944,2.7727,<1H OCEAN,235600
-117.41,34.58,14,859,212.0,541,181,1.6838,INLAND,57900
-118.0,35.05,21,1739,425.0,945,362,3.4015,INLAND,86500
-122.29,37.81,23,1745,374.0,1054,325,0.8026,NEAR BAY,112500
-121.7,36.77,21,2294,478.0,1306,430,3.0347,<1H OCEAN,227200
-117.05,34.89,36,1199,260.0,665,229,3.7065,INLAND,62000
-118.43,34.17,32,3202,696.0,1573,621,3.4449,<1H OCEAN,292900
-121.6,39.15,19,1396,336.0,940,309,1.5208,INLAND,70300
-121.99,38.27,16,4138,758.0,1762,723,3.1979,INLAND,137500
-119.3,36.32,23,3521,615.0,1712,636,3.3875,INLAND,92500
-117.87,33.72,39,3167,669.0,2789,619,3.5902,<1H OCEAN,165900
-122.07,37.7,32,3400,736.0,1487,694,3.0,NEAR BAY,223200
-118.35,34.52,14,3490,592.0,1710,580,5.9171,INLAND,333300
-118.23,34.05,52,346,270.0,346,251,2.5313,<1H OCEAN,225000
-122.01,37.53,19,4572,712.0,2346,709,6.0667,NEAR BAY,245700
-121.83,37.02,22,1903,350.0,760,322,2.9559,<1H OCEAN,288400
-117.11,32.77,48,1502,272.0,590,265,2.5952,NEAR OCEAN,190300
-121.82,37.42,13,3752,572.0,1581,526,6.1091,<1H OCEAN,329400
-122.42,37.75,52,1974,525.0,935,465,2.7173,NEAR BAY,300000
-122.51,37.97,37,4296,1089.0,2100,1025,3.2462,NEAR BAY,329400
-122.41,37.66,44,431,195.0,682,212,3.2833,NEAR OCEAN,233300
-121.18,37.96,35,411,74.0,193,59,2.5625,INLAND,146900
-121.96,37.76,8,3865,463.0,1548,432,9.7037,<1H OCEAN,425100
-118.28,34.03,41,1933,791.0,3121,719,1.8539,<1H OCEAN,147500
-117.96,33.87,37,1785,360.0,1155,403,4.7984,<1H OCEAN,175800
-117.9,34.07,36,1009,164.0,466,149,5.8519,<1H OCEAN,249400
-117.18,32.75,36,2282,534.0,918,531,2.7222,NEAR OCEAN,284700
-118.2,34.03,37,1583,392.0,1776,377,2.7266,<1H OCEAN,140800
-122.36,37.94,27,844,249.0,583,265,0.9687,NEAR BAY,105800
-121.32,38.41,17,4401,655.0,1970,639,5.8239,INLAND,247500
-121.84,39.68,38,549,105.0,275,94,3.5375,INLAND,153100
-118.4,33.97,38,1089,174.0,502,180,7.5953,<1H OCEAN,434800
-120.91,38.73,11,5460,859.0,2645,838,4.835,INLAND,230600
-117.18,33.16,15,5923,1206.0,3943,1006,3.1793,<1H OCEAN,159900
-119.13,36.3,33,3379,612.0,1565,618,2.7321,INLAND,76500
-121.12,37.48,5,4109,820.0,3062,713,3.2396,INLAND,125200
-122.16,37.69,36,1480,278.0,796,283,4.3971,NEAR BAY,205700
-117.92,33.61,18,1538,425.0,425,288,5.3369,<1H OCEAN,312500
-118.16,34.09,52,1722,448.0,1122,425,3.1204,<1H OCEAN,224000
-122.1,37.96,20,3796,650.0,1679,611,4.3571,NEAR BAY,228200
-117.69,34.01,30,2598,573.0,2170,518,2.3,INLAND,95600
-117.81,33.66,16,1414,191.0,635,230,10.0757,<1H OCEAN,383900
-122.07,37.67,28,2932,739.0,1198,624,3.2417,NEAR BAY,210800
-122.73,38.4,30,3689,746.0,2250,697,2.975,<1H OCEAN,157300
-118.4,34.17,27,3588,911.0,1891,871,3.4013,<1H OCEAN,286000
-119.09,35.33,9,7085,1148.0,3084,1052,4.997,INLAND,142900
-118.09,34.14,40,3092,549.0,1457,536,5.3377,INLAND,373800
-117.49,33.98,17,2727,462.0,1691,448,4.8371,INLAND,160600
-119.64,36.33,41,3095,766.0,1852,721,1.4524,INLAND,51700
-117.07,33.11,17,5565,1237.0,3004,1139,3.0054,<1H OCEAN,142300
-116.22,33.7,9,3861,849.0,825,401,3.2833,INLAND,124700
-122.48,38.51,49,1977,393.0,741,339,3.1312,INLAND,247600
-116.71,33.75,25,10665,2161.0,1874,852,3.0625,INLAND,150500
-122.35,37.95,45,2142,431.0,1318,431,3.0737,NEAR BAY,111600
-122.12,40.14,34,1950,407.0,1029,376,2.5197,INLAND,82300
-122.21,37.47,33,1266,415.0,1991,334,2.92,NEAR OCEAN,202800
-117.86,33.73,30,2651,572.0,3249,552,3.7202,<1H OCEAN,182100
-117.99,33.85,34,1948,306.0,957,304,4.9777,<1H OCEAN,212600
-119.45,35.16,34,3437,696.0,1783,608,2.3912,INLAND,52900
-116.2,33.7,26,2399,625.0,2654,535,2.2989,INLAND,60600
-118.42,34.03,44,904,176.0,358,158,3.3542,<1H OCEAN,344200
-118.13,33.9,36,1814,350.0,886,347,3.4868,<1H OCEAN,208400
-117.91,33.83,47,504,113.0,375,109,3.6607,<1H OCEAN,160600
-117.96,33.93,15,2014,419.0,839,390,4.7446,<1H OCEAN,175400
-118.11,34.07,39,1270,299.0,1073,278,3.3088,<1H OCEAN,186600
-117.11,32.81,15,3428,491.0,2303,486,2.5953,NEAR OCEAN,67500
-118.26,33.93,36,1102,247.0,702,225,1.5256,<1H OCEAN,95400
-118.31,34.07,28,2362,949.0,2759,894,2.2364,<1H OCEAN,305600
-121.8,37.3,16,906,149.0,605,148,4.8173,<1H OCEAN,235600
-117.32,34.07,26,971,245.0,592,207,2.1125,INLAND,84000
-121.36,38.39,10,5121,763.0,2568,758,5.2447,INLAND,148100
-122.4,37.62,32,3586,921.0,2249,911,3.1058,NEAR OCEAN,253000
-118.37,33.84,27,3245,605.0,1572,556,5.3773,<1H OCEAN,379000
-117.26,32.95,22,5484,1227.0,1947,1012,4.4375,NEAR OCEAN,500001
-117.21,32.85,15,2593,521.0,901,456,4.2065,NEAR OCEAN,277800
-121.47,38.56,52,889,162.0,273,145,3.125,INLAND,85600
-118.1,33.82,36,1930,354.0,915,328,5.2713,<1H OCEAN,244400
-118.2,33.86,27,2732,867.0,1690,794,2.6465,<1H OCEAN,160200
-118.31,34.1,40,4984,2158.0,4828,2028,1.6903,<1H OCEAN,350000
-117.15,32.77,16,2056,631.0,847,569,2.9576,NEAR OCEAN,92200
-114.59,33.61,34,4789,1175.0,3134,1056,2.1782,INLAND,58400
-117.77,33.55,28,2024,297.0,617,274,6.7861,<1H OCEAN,499100
-118.1,34.08,24,4510,1296.0,3985,1240,2.6884,<1H OCEAN,204600
-118.2,33.8,52,1786,445.0,1090,430,2.8988,NEAR OCEAN,194900
-117.94,33.94,25,3250,546.0,1452,501,5.1084,<1H OCEAN,303800
-121.97,37.64,32,1283,194.0,485,171,6.0574,<1H OCEAN,431000
-117.92,34.08,36,1285,228.0,679,231,3.8705,<1H OCEAN,191900
-121.46,38.68,35,1299,254.0,705,245,2.8333,INLAND,103000
-118.13,33.81,37,1013,199.0,493,183,4.7845,<1H OCEAN,231400
-118.11,34.06,14,2628,668.0,2208,574,2.9764,<1H OCEAN,160300
-117.48,34.09,32,1650,328.0,1124,290,3.1838,INLAND,98600
-118.25,34.07,43,764,322.0,1275,306,2.0,<1H OCEAN,175000
-117.11,33.78,13,1914,339.0,930,304,4.1875,INLAND,161200
-118.14,34.06,27,5257,1082.0,3496,1036,3.3906,<1H OCEAN,237200
-118.03,33.97,39,1996,389.0,1029,387,4.65,<1H OCEAN,224300
-118.28,34.05,44,1273,474.0,1754,460,1.6037,<1H OCEAN,275000
-123.21,39.2,17,3145,693.0,1560,647,2.2926,<1H OCEAN,149300
-118.28,34.1,49,2843,880.0,2004,796,2.7875,<1H OCEAN,217300
-118.25,33.98,39,1553,461.0,2271,437,1.7378,<1H OCEAN,121900
-120.72,37.38,22,1311,319.0,1455,340,2.2813,INLAND,67300
-119.01,35.36,36,2658,626.0,1490,529,1.2157,INLAND,57000
-117.1,32.75,23,1858,551.0,1506,492,1.7446,NEAR OCEAN,85200
-121.91,36.62,30,724,167.0,325,155,3.3333,<1H OCEAN,247900
-123.35,39.4,27,1321,338.0,779,327,1.85,<1H OCEAN,71800
-118.31,33.83,50,696,311.0,382,234,2.775,<1H OCEAN,225000
-121.94,37.3,30,1758,248.0,814,256,6.623,<1H OCEAN,332500
-122.34,40.63,10,2183,369.0,1061,325,3.6853,INLAND,151600
-118.37,34.11,42,5518,979.0,1863,957,8.5842,<1H OCEAN,500001
-116.9,32.84,18,4215,810.0,2104,773,4.0873,<1H OCEAN,146900
-118.37,34.2,34,2199,609.0,2488,597,2.9861,<1H OCEAN,171800
-119.83,36.71,43,355,81.0,233,75,2.4167,INLAND,73900
-119.44,36.48,27,1546,415.0,1704,395,1.1728,INLAND,41700
-121.27,38.13,39,2614,634.0,1862,654,1.9238,INLAND,70700
-121.44,38.54,44,2570,509.0,1145,503,2.5694,INLAND,92400
-122.44,37.77,52,5604,1268.0,2023,1196,4.4085,NEAR BAY,400000
-118.31,33.67,42,1297,246.0,611,242,5.3074,NEAR OCEAN,401900
-121.35,38.46,2,6992,1132.0,2816,984,4.3879,INLAND,144400
-117.09,32.67,31,2051,549.0,1581,538,2.052,NEAR OCEAN,108900
-119.77,36.78,36,3616,779.0,1994,786,2.5434,INLAND,67300
-118.37,33.79,36,1596,234.0,654,223,8.2064,NEAR OCEAN,500001
-115.59,32.85,20,1608,274.0,862,248,4.875,INLAND,90800
-118.1,34.02,33,1143,172.0,508,174,4.9107,<1H OCEAN,279900
-117.96,33.94,34,2228,399.0,1159,378,4.8906,<1H OCEAN,228900
-116.86,33.02,17,401,68.0,251,69,4.6518,<1H OCEAN,170200
-121.84,37.32,14,5762,1538.0,3979,1389,3.6953,<1H OCEAN,192600
-121.62,36.67,45,1827,408.0,1507,410,2.8942,<1H OCEAN,129000
-122.24,37.48,47,2423,407.0,1010,407,6.2154,NEAR OCEAN,362700
-117.88,33.76,17,1768,474.0,1079,436,1.7823,<1H OCEAN,205300
-117.4,34.06,17,5451,1008.0,3533,940,3.9191,INLAND,101600
-118.12,34.06,23,1190,347.0,965,327,2.2261,<1H OCEAN,211800
-117.63,33.46,7,7684,1088.0,2812,1057,6.3401,NEAR OCEAN,387300
-122.04,37.62,35,657,118.0,328,134,3.8125,NEAR BAY,204200
-118.43,34.06,20,4600,1018.0,1675,932,5.1999,<1H OCEAN,500001
-117.24,32.8,19,1863,497.0,868,503,2.288,NEAR OCEAN,210000
-122.19,37.77,41,2036,510.0,1412,454,2.0469,NEAR BAY,89300
-119.83,36.76,15,3291,772.0,1738,634,1.976,INLAND,67300
-121.74,36.79,16,3841,620.0,1799,611,4.3814,<1H OCEAN,245300
-121.98,37.32,17,9789,2552.0,4748,2206,4.2531,<1H OCEAN,279800
-121.78,37.33,10,2829,394.0,1510,386,6.68,<1H OCEAN,359500
-118.15,33.93,30,3096,628.0,1676,587,4.6583,<1H OCEAN,207300
-121.97,37.55,17,4924,1247.0,3080,1182,3.168,<1H OCEAN,189400
-119.3,38.26,19,3325,660.0,750,286,2.9509,INLAND,114800
-122.37,37.94,40,1064,266.0,912,239,1.0521,NEAR BAY,69100
-117.13,32.71,44,1697,413.0,1396,363,1.5474,NEAR OCEAN,83300
-120.67,35.29,44,2236,411.0,1036,437,3.0833,NEAR OCEAN,219300
-117.94,33.87,46,2066,450.0,1275,448,3.9375,<1H OCEAN,187000
-118.41,34.32,18,6572,1105.0,3473,1067,5.2987,<1H OCEAN,203400
-118.45,34.06,52,204,34.0,1154,28,9.337,<1H OCEAN,500001
-118.53,34.2,33,3270,818.0,2118,763,3.225,<1H OCEAN,205300
-122.09,37.11,32,2637,489.0,1031,410,3.6474,NEAR OCEAN,231600
-117.33,33.23,15,2919,592.0,1130,579,2.5872,NEAR OCEAN,155600
-117.01,32.75,34,2105,340.0,973,357,4.3088,<1H OCEAN,152500
-118.17,33.78,29,2920,962.0,3580,772,1.7393,NEAR OCEAN,140200
-120.72,37.54,17,729,134.0,431,121,4.2188,INLAND,131300
-118.12,33.85,37,2386,409.0,1101,399,4.6908,<1H OCEAN,218200
-122.38,41.43,45,2245,448.0,1155,421,1.6509,INLAND,46200
-117.78,33.68,19,2500,331.0,1027,327,6.115,<1H OCEAN,315600
-116.23,33.73,29,1133,221.0,918,239,2.8648,INLAND,72100
-116.5,33.98,5,4332,868.0,1420,567,4.0417,INLAND,146400
-116.39,33.82,15,11115,2257.0,4122,1653,2.7219,INLAND,74400
-117.12,33.07,45,1032,235.0,363,177,3.6389,<1H OCEAN,186600
-121.04,37.68,28,1909,398.0,1140,380,2.3783,INLAND,81400
-121.32,37.96,46,1832,365.0,975,373,2.0398,INLAND,88100
-118.08,33.84,31,2906,578.0,1806,553,4.8448,<1H OCEAN,194600
-121.99,37.96,17,2756,423.0,1228,426,5.5872,INLAND,200600
-120.51,37.29,20,4927,1042.0,4205,1009,1.7679,INLAND,79800
-122.29,37.86,52,1665,404.0,815,372,1.9946,NEAR BAY,156900
-117.69,33.65,16,5805,852.0,2356,795,6.1062,<1H OCEAN,274600
-115.52,32.73,17,1190,275.0,1113,258,2.3571,INLAND,63100
-118.43,34.02,38,2172,437.0,830,368,3.9091,<1H OCEAN,500001
-117.14,33.23,11,4068,829.0,918,500,3.1272,<1H OCEAN,281300
-121.78,40.12,14,388,108.0,35,17,6.1359,INLAND,106300
-122.45,38.28,20,3306,503.0,1374,460,5.7984,NEAR BAY,297600
-117.2,33.2,16,4409,629.0,1875,609,5.543,<1H OCEAN,286400
-121.37,38.6,36,1119,144.0,414,150,5.8336,INLAND,283300
-121.44,38.61,33,1591,466.0,1000,418,1.0467,INLAND,70100
-116.48,33.8,15,3004,615.0,437,210,3.6667,INLAND,90000
-121.4,38.49,12,7290,1283.0,3960,1248,3.5968,INLAND,106300
-117.73,34.05,28,2758,771.0,2877,694,2.0734,INLAND,113300
-117.57,33.87,27,1786,287.0,939,278,5.1929,INLAND,165000
-115.58,32.79,14,1687,507.0,762,451,1.6635,INLAND,64400
-118.27,34.07,42,1175,428.0,1593,407,2.3438,<1H OCEAN,213300
-121.21,38.65,14,3443,510.0,1413,505,5.6529,INLAND,196000
-121.36,38.55,33,1191,198.0,554,191,2.8021,INLAND,118800
-119.81,36.78,37,1965,364.0,796,335,3.625,INLAND,83400
-121.69,38.87,38,412,93.0,304,95,2.6597,INLAND,86000
-118.35,34.07,52,2497,406.0,1030,412,4.89,<1H OCEAN,500001
-118.16,33.91,41,1806,408.0,1146,374,2.9643,<1H OCEAN,162200
-120.07,36.97,28,1563,403.0,1564,408,1.5662,INLAND,48000
-121.85,37.26,16,1816,241.0,793,234,6.8194,<1H OCEAN,291200
-122.46,37.76,28,1072,165.0,363,168,6.1636,NEAR BAY,367700
-121.86,37.41,16,2411,420.0,1671,442,6.5004,<1H OCEAN,263600
-117.37,34.59,39,8193,1747.0,6852,1597,2.3832,INLAND,35000
-117.93,33.94,28,3664,719.0,1820,657,4.225,<1H OCEAN,224700
-118.05,34.17,45,2535,455.0,1036,437,5.0482,INLAND,388900
-120.8,37.52,13,2920,481.0,1602,490,3.9286,INLAND,145800
-121.96,37.33,35,2294,411.0,1054,449,4.0667,<1H OCEAN,276900
-118.51,34.22,36,2794,523.0,1334,472,4.3462,<1H OCEAN,222100
-121.82,39.75,37,2236,372.0,974,379,3.2016,INLAND,97000
-122.52,37.98,31,6555,1571.0,2962,1464,2.8903,NEAR BAY,324200
-118.57,34.22,17,3262,753.0,1879,708,4.1359,<1H OCEAN,255200
-120.04,39.27,24,2237,491.0,264,95,4.1364,INLAND,154500
-119.29,36.34,28,1440,431.0,2178,440,1.2634,INLAND,50600
-119.83,34.43,31,798,346.0,699,301,2.1417,NEAR OCEAN,205000
-118.13,34.03,31,4267,1070.0,3176,1071,3.0212,<1H OCEAN,208200
-117.94,33.81,25,1731,482.0,1127,455,3.256,<1H OCEAN,214300
-118.25,34.11,39,1415,369.0,1467,351,3.015,<1H OCEAN,156300
