season,mnth,weekday,weathersit,yr,hr,holiday,workingday,temp,atemp,hum,windspeed,cnt
fall,Oct,Sat,clear,2011,17,0,1,20.2,24.9992,56.00000000000001,16.997899999999998,563
spring,Mar,Tue,clear,2012,9,0,1,13.62,13.997,47.0,19.0012,282
spring,Apr,Tue,clear,2012,4,0,1,10.8,11.000600000000002,76.0,32.9975,4
fall,Oct,Tue,clear,2012,4,1,0,7.040000000000001,5.997799999999998,87.0,8.9981,7
spring,Mar,Mon,clear,2011,13,0,0,6.1,3.0014000000000003,39.0,15.0013,147
summer,Jul,Mon,clear,2011,22,0,0,26.78,30.001999999999995,70.0,19.9995,96
summer,Jul,Thu,clear,2011,17,0,1,31.48,30.9986,26.0,15.0013,572
fall,Dec,Wed,rain,2011,15,0,1,15.5,15.9968,100.0,12.998,45
summer,Sep,Thu,rain,2011,1,0,1,17.380000000000003,18.0032,94.0,16.997899999999998,5
winter,Feb,Thu,rain,2012,17,0,1,3.28,1.0015999999999998,87.0,7.0015,155
summer,Aug,Sun,cloudy,2011,23,0,0,23.020000000000003,24.0026,83.0,22.0028,120
summer,Sep,Fri,clear,2011,0,0,1,20.2,18.0032,94.0,7.0015,41
summer,Aug,Thu,cloudy,2012,11,0,1,29.6,32.9984,52.0,0.0,239
spring,Apr,Fri,clear,2012,23,0,1,10.8,11.000600000000002,50.0,8.9981,136
summer,Jul,Thu,clear,2012,21,1,0,31.48,36.998000000000005,53.0,8.9981,584
winter,Feb,Sat,rain,2011,7,0,1,7.98,5.997799999999998,100.0,8.9981,35
spring,May,Wed,rain,2011,6,0,1,16.44,17.0,94.0,16.997899999999998,49
spring,May,Wed,clear,2011,21,0,1,22.08,22.9994,78.0,6.0032,189
summer,Jun,Thu,clear,2012,11,0,1,26.78,26.998999999999995,30.0,22.0028,209
spring,May,Tue,rain,2012,9,0,1,17.380000000000003,18.0032,88.0,19.0012,110
summer,Aug,Sun,rain,2012,12,0,0,25.84,28.002199999999995,54.0,26.0027,584
fall,Sep,Mon,clear,2011,22,0,0,21.14,20.9996,88.0,6.0032,104
spring,Apr,Sun,clear,2012,14,0,0,11.739999999999998,11.997200000000005,38.0,7.0015,440
fall,Nov,Fri,cloudy,2011,10,0,1,12.68,13.0004,88.0,15.0013,117
fall,Nov,Wed,cloudy,2011,17,0,1,15.5,15.9968,72.0,12.998,451
summer,Sep,Thu,clear,2012,14,0,1,30.54,36.001400000000004,56.00000000000001,7.0015,211
spring,Jun,Thu,cloudy,2012,13,0,1,24.9,26.002399999999994,45.0,26.0027,255
winter,Feb,Thu,clear,2011,13,0,1,11.739999999999998,11.997200000000005,30.0,23.9994,93
summer,Jul,Mon,clear,2012,21,0,0,31.48,32.9984,39.0,8.9981,258
winter,Jan,Thu,clear,2012,3,0,1,4.220000000000001,1.0015999999999998,75.0,12.998,1
winter,Dec,Sun,clear,2011,8,0,0,5.160000000000002,1.9982000000000009,70.0,12.998,27
winter,Mar,Thu,clear,2012,12,0,1,12.68,13.0004,38.0,26.0027,215
summer,Jul,Sat,clear,2011,9,0,1,32.42,42.9974,63.0,6.0032,208
winter,Jan,Thu,clear,2012,12,0,1,6.1,1.0015999999999998,39.0,32.9975,161
spring,Mar,Thu,rain,2011,21,0,1,7.040000000000001,3.0014000000000003,100.0,27.9993,22
winter,Jan,Sat,cloudy,2012,12,0,1,15.5,15.9968,88.0,11.0014,180
summer,Jul,Sun,rain,2012,3,0,0,20.2,20.003,88.0,16.997899999999998,25
fall,Nov,Sun,clear,2011,1,0,0,7.040000000000001,3.998000000000001,45.0,19.9995,62
spring,Apr,Thu,clear,2012,17,0,1,20.2,22.9994,20.0,19.9995,732
winter,Jan,Tue,clear,2012,5,1,0,-2.3600000000000003,-4.997800000000002,54.0,6.0032,6
fall,Sep,Sat,rain,2012,21,0,1,20.2,24.9992,53.0,12.998,237
summer,Aug,Thu,clear,2012,8,0,1,22.08,24.0026,73.0,6.0032,740
summer,Jul,Tue,clear,2011,0,1,0,22.08,22.0028,83.0,8.9981,140
fall,Dec,Fri,clear,2012,8,0,1,2.34,-2.0013999999999985,51.0,19.9995,659
winter,Feb,Sat,clear,2012,14,0,1,8.919999999999998,7.000999999999998,46.0,15.0013,170
summer,Sep,Tue,cloudy,2011,10,1,0,24.9,26.998999999999995,70.0,11.0014,244
fall,Sep,Mon,clear,2012,20,0,0,16.44,17.0,42.0,11.0014,252
spring,Jun,Fri,clear,2012,17,0,1,25.84,26.998999999999995,34.0,16.997899999999998,869
summer,Jul,Thu,clear,2012,5,0,1,25.84,28.9988,70.0,11.0014,46
fall,Nov,Fri,cloudy,2012,4,0,1,5.160000000000002,3.0014000000000003,65.0,8.9981,5
summer,Aug,Wed,clear,2012,20,0,1,25.84,28.002199999999995,48.0,7.0015,435
summer,Jul,Mon,clear,2011,19,0,0,29.6,32.9984,49.0,22.0028,303
summer,Aug,Fri,clear,2012,12,0,1,31.48,34.0016,44.0,8.9981,286
spring,May,Mon,clear,2012,11,0,0,18.320000000000004,18.9998,73.0,7.0015,414
winter,Dec,Sat,clear,2011,18,0,1,8.919999999999998,7.000999999999998,62.0,8.9981,182
spring,Jun,Sat,clear,2011,10,0,1,24.9,26.998999999999995,57.99999999999999,12.998,170
winter,Feb,Sat,cloudy,2012,5,0,1,10.8,11.000600000000002,87.0,12.998,26
fall,Dec,Wed,clear,2012,4,0,1,11.739999999999998,11.997200000000005,82.0,11.0014,8
fall,Nov,Sun,clear,2012,21,0,0,10.8,11.000600000000002,66.0,0.0,220
spring,Jun,Wed,cloudy,2012,1,0,1,16.44,17.0,77.0,22.0028,20
spring,May,Sat,clear,2012,5,0,1,11.739999999999998,11.997200000000005,47.0,11.0014,26
summer,Aug,Sun,rain,2012,3,0,0,21.14,22.0028,83.0,11.0014,21
fall,Nov,Tue,clear,2011,18,0,1,18.320000000000004,18.9998,64.0,15.0013,416
spring,Apr,Tue,clear,2012,10,0,1,10.8,11.000600000000002,50.0,35.0008,204
summer,Sep,Sat,clear,2012,6,0,1,15.5,15.9968,77.0,6.0032,165
spring,May,Sun,cloudy,2011,15,0,0,17.380000000000003,18.0032,94.0,11.0014,294
spring,May,Mon,cloudy,2011,13,0,0,23.020000000000003,24.9992,54.0,15.0013,455
winter,Feb,Wed,clear,2012,7,0,1,7.040000000000001,7.000999999999998,45.0,0.0,299
winter,Mar,Thu,rain,2011,1,0,1,6.1,1.9982000000000009,100.0,19.9995,3
fall,Oct,Thu,clear,2012,7,0,1,13.62,13.997,82.0,7.0015,507
spring,Apr,Sun,clear,2012,12,0,0,19.26,20.003,35.0,16.997899999999998,678
summer,Aug,Thu,rain,2011,6,0,1,25.84,28.9988,66.0,32.9975,110
spring,Jun,Fri,clear,2012,16,0,1,25.84,26.998999999999995,34.0,15.0013,466
spring,May,Mon,clear,2011,18,0,0,23.020000000000003,24.9992,61.0,15.0013,358
winter,Mar,Wed,clear,2011,1,0,1,3.28,-0.0015999999999998,52.0,8.9981,4
winter,Mar,Mon,rain,2011,23,0,0,7.98,3.998000000000001,61.0,26.0027,24
spring,Jun,Thu,clear,2011,5,0,1,14.56,15.0002,67.0,19.0012,21
summer,Jun,Wed,clear,2012,7,0,1,16.44,17.0,52.0,23.9994,552
spring,Jun,Sun,clear,2011,21,0,0,23.020000000000003,24.9992,74.0,15.0013,220
spring,May,Mon,clear,2011,0,0,0,11.739999999999998,11.997200000000005,67.0,6.0032,96
summer,Aug,Sun,cloudy,2012,2,0,0,23.020000000000003,24.9992,74.0,6.0032,79
summer,Jun,Mon,clear,2012,21,0,0,27.72,30.001999999999995,55.00000000000001,15.0013,253
winter,Mar,Fri,clear,2011,5,0,1,7.040000000000001,5.997799999999998,76.0,7.0015,13
spring,Apr,Thu,clear,2011,6,0,1,18.320000000000004,18.9998,94.0,16.997899999999998,84
spring,Mar,Wed,clear,2011,18,0,1,14.56,15.0002,44.0,6.0032,312
summer,Jul,Tue,clear,2011,22,0,1,25.84,30.001999999999995,74.0,8.9981,90
summer,Aug,Thu,cloudy,2012,4,0,1,22.08,22.9994,78.0,8.9981,4
spring,Mar,Sat,clear,2012,18,0,1,24.9,26.002399999999994,45.0,11.0014,830
fall,Oct,Sun,clear,2011,12,0,0,21.14,24.9992,35.0,0.0,446
spring,May,Sun,clear,2011,1,0,0,19.26,20.003,88.0,12.998,55
spring,Jun,Mon,clear,2012,15,0,0,31.48,32.0018,30.0,15.0013,475
winter,Jan,Sat,rain,2011,5,0,1,2.34,1.9982000000000009,55.00000000000001,0.0,5
summer,Jun,Fri,clear,2012,17,0,1,33.36,32.9984,22.0,12.998,705
spring,Apr,Mon,clear,2012,20,0,0,22.08,24.9992,50.0,15.0013,291
fall,Oct,Mon,clear,2011,23,0,0,11.739999999999998,11.997200000000005,77.0,11.0014,49
spring,Jun,Sat,clear,2012,9,0,1,21.14,24.9992,53.0,11.0014,382
spring,May,Sun,clear,2012,23,0,0,24.9,28.002199999999995,74.0,16.997899999999998,150
spring,May,Fri,clear,2012,14,0,1,22.08,24.0026,65.0,12.998,204
winter,Feb,Sun,clear,2011,7,0,0,9.86,9.9974,17.0,35.0008,22
winter,Mar,Sat,clear,2011,21,0,1,21.14,24.9992,46.0,7.0015,113
winter,Jan,Sun,clear,2011,19,0,0,-4.24,-8.997399999999999,35.0,8.9981,59
fall,Oct,Fri,clear,2011,21,0,1,21.14,22.0028,83.0,12.998,123
winter,Feb,Wed,clear,2011,17,0,1,2.34,-4.001200000000001,32.0,39.0007,176
spring,May,Wed,clear,2011,19,0,1,23.020000000000003,24.9992,74.0,12.998,355
winter,Jan,Sat,clear,2012,6,0,1,3.28,-2.0013999999999985,60.0,19.0012,68
fall,Nov,Tue,cloudy,2011,13,0,1,15.5,15.9968,77.0,8.9981,134
winter,Feb,Thu,cloudy,2011,10,0,1,2.34,1.9982000000000009,100.0,0.0,61
spring,Apr,Mon,clear,2012,9,0,0,12.68,13.0004,26.0,15.0013,179
spring,Apr,Fri,clear,2012,14,0,1,19.26,20.003,43.0,0.0,237
winter,Feb,Thu,clear,2011,10,0,1,-1.419999999999999,-4.001200000000001,36.0,0.0,59
fall,Dec,Wed,cloudy,2012,0,0,1,12.68,13.0004,94.0,8.9981,18
summer,Aug,Mon,clear,2012,20,0,0,24.9,28.002199999999995,84.0,7.0015,193
fall,Oct,Wed,rain,2012,1,0,1,8.919999999999998,7.000999999999998,87.0,15.0013,13
fall,Dec,Tue,clear,2011,11,0,1,4.220000000000001,-0.0015999999999998,65.0,16.997899999999998,127
winter,Feb,Wed,cloudy,2012,15,0,1,11.739999999999998,11.997200000000005,38.0,30.0026,145
fall,Dec,Sat,clear,2011,6,0,1,2.34,1.0015999999999998,80.0,6.0032,63
fall,Nov,Sat,clear,2012,17,0,1,11.739999999999998,11.997200000000005,44.0,8.9981,654
spring,Apr,Fri,clear,2012,22,0,1,10.8,11.000600000000002,47.0,12.998,149
spring,Jun,Fri,clear,2012,14,0,1,24.9,26.998999999999995,54.0,19.0012,298
spring,Jun,Tue,cloudy,2012,13,0,1,19.26,20.003,73.0,8.9981,225
winter,Jan,Sat,clear,2011,14,0,1,2.34,-2.0013999999999985,41.0,19.0012,64
fall,Oct,Sat,clear,2012,16,0,1,13.62,13.997,41.0,23.9994,520
fall,Nov,Sun,clear,2012,1,0,0,7.98,3.0014000000000003,42.0,32.9975,20
summer,Aug,Sun,clear,2012,8,0,0,26.78,32.0018,72.0,12.998,181
summer,Jun,Thu,clear,2011,2,0,1,23.020000000000003,24.0026,83.0,15.0013,16
summer,Sep,Wed,cloudy,2011,6,0,1,17.380000000000003,18.0032,88.0,22.0028,72
summer,Sep,Sun,clear,2011,23,0,0,13.62,13.997,82.0,11.0014,136
summer,Aug,Sat,clear,2011,21,0,1,21.14,22.0028,83.0,8.9981,107
spring,May,Mon,cloudy,2011,7,0,0,16.44,17.0,100.0,8.9981,42
spring,Mar,Wed,clear,2011,1,0,1,3.28,-2.0013999999999985,32.0,19.9995,4
summer,Jul,Wed,clear,2012,10,0,1,25.84,28.9988,66.0,0.0,227
spring,Jun,Mon,cloudy,2011,6,0,0,23.020000000000003,24.0026,78.0,11.0014,33
fall,Oct,Sat,clear,2012,7,0,1,8.919999999999998,7.9975999999999985,81.0,6.0032,392
winter,Mar,Mon,clear,2012,15,0,0,8.919999999999998,5.001199999999997,32.0,35.0008,334
winter,Jan,Sun,clear,2011,12,0,0,3.28,-0.9982000000000006,48.0,15.0013,89
spring,Apr,Sat,clear,2012,16,0,1,15.5,15.9968,22.0,27.9993,536
summer,Sep,Sat,clear,2012,12,0,1,28.660000000000004,32.9984,59.0,11.0014,323
fall,Oct,Mon,clear,2012,3,0,0,11.739999999999998,11.997200000000005,77.0,19.9995,28
summer,Jun,Sat,clear,2012,14,0,1,33.36,36.998000000000005,39.0,15.0013,263
spring,May,Tue,clear,2011,7,0,1,14.56,15.0002,63.0,16.997899999999998,237
spring,Jun,Thu,cloudy,2012,12,0,1,23.96,26.002399999999994,44.0,27.9993,334
summer,Jul,Sun,clear,2011,10,0,0,25.84,28.002199999999995,54.0,12.998,322
fall,Oct,Wed,clear,2011,17,0,1,18.320000000000004,18.9998,60.0,26.0027,585
spring,May,Mon,cloudy,2012,10,0,0,17.380000000000003,18.0032,77.0,7.0015,333
spring,May,Sat,clear,2012,19,0,1,26.78,28.9988,62.0,16.997899999999998,404
spring,Jun,Fri,clear,2011,4,0,1,23.020000000000003,24.9992,41.0,12.998,3
spring,Apr,Mon,clear,2012,13,0,0,19.26,20.003,23.0,11.0014,483
summer,Jul,Mon,clear,2011,18,0,0,33.36,38.0012,42.0,11.0014,243
summer,Jul,Wed,clear,2012,21,0,1,26.78,30.001999999999995,66.0,15.0013,378
spring,May,Sat,clear,2011,6,0,1,22.08,24.0026,69.0,6.0032,81
winter,Jan,Sat,clear,2011,7,0,1,-3.3,-8.0008,74.0,11.0014,70
fall,Nov,Wed,rain,2011,13,0,1,11.739999999999998,11.997200000000005,77.0,19.0012,22
summer,Aug,Tue,clear,2012,20,0,1,26.78,28.9988,62.0,15.0013,432
winter,Jan,Mon,clear,2011,0,0,0,4.220000000000001,3.998000000000001,56.00000000000001,0.0,39
summer,Sep,Sat,cloudy,2011,3,0,1,21.14,20.003,94.0,16.997899999999998,2
fall,Nov,Sat,clear,2012,22,0,1,7.040000000000001,3.998000000000001,53.0,16.997899999999998,162
fall,Nov,Fri,cloudy,2011,10,0,1,10.8,11.000600000000002,76.0,12.998,110
fall,Dec,Sat,clear,2012,14,0,1,10.8,11.000600000000002,43.0,12.998,299
summer,Jul,Mon,clear,2011,16,0,0,31.48,34.0016,41.0,19.0012,372
spring,Apr,Sun,cloudy,2012,14,0,0,22.08,24.9992,27.0,30.0026,660
fall,Nov,Sun,cloudy,2012,5,0,0,7.040000000000001,3.998000000000001,49.0,16.997899999999998,9
winter,Feb,Fri,rain,2012,11,0,1,10.8,11.000600000000002,82.0,16.997899999999998,105
winter,Mar,Thu,clear,2012,23,0,1,12.68,13.0004,62.0,22.0028,62
fall,Dec,Fri,clear,2011,23,0,1,16.44,17.0,63.0,22.0028,114
spring,Jun,Fri,clear,2012,6,0,1,13.62,13.997,88.0,7.0015,170
fall,Oct,Wed,cloudy,2011,5,0,1,13.62,13.997,88.0,0.0,21
fall,Sep,Thu,clear,2012,11,0,1,22.08,24.9992,61.0,16.997899999999998,227
summer,Jul,Sun,clear,2012,14,0,0,29.6,34.0016,55.00000000000001,7.0015,632
fall,Sep,Thu,clear,2012,17,0,1,26.78,28.002199999999995,48.0,19.9995,953
spring,Jun,Thu,clear,2012,7,0,1,15.5,15.9968,72.0,0.0,547
winter,Mar,Wed,clear,2011,0,0,1,7.040000000000001,7.000999999999998,53.0,0.0,14
fall,Nov,Fri,cloudy,2011,10,0,1,7.98,3.998000000000001,61.0,22.0028,81
summer,Aug,Fri,clear,2011,0,0,1,23.96,26.002399999999994,74.0,19.9995,52
winter,Feb,Sat,cloudy,2012,14,0,1,13.62,13.997,67.0,7.0015,31
winter,Jan,Tue,clear,2011,7,0,1,-1.419999999999999,-6.9976,50.0,12.998,64
spring,May,Fri,clear,2012,17,0,1,27.72,28.002199999999995,31.0,11.0014,827
fall,Sep,Sat,rain,2011,13,0,1,20.2,17.0,100.0,6.0032,34
winter,Mar,Sun,cloudy,2011,12,0,0,12.68,13.0004,67.0,16.997899999999998,167
spring,May,Sat,cloudy,2012,3,0,1,21.14,20.9996,88.0,7.0015,14
fall,Sep,Tue,clear,2012,7,0,1,13.62,13.997,67.0,8.9981,530
winter,Mar,Thu,cloudy,2011,7,0,1,6.1,3.0014000000000003,93.0,12.998,111
spring,Apr,Fri,clear,2012,1,0,1,7.040000000000001,3.998000000000001,66.0,15.0013,9
winter,Mar,Sat,rain,2011,1,0,1,7.98,7.000999999999998,100.0,7.0015,8
summer,Jul,Tue,clear,2012,20,0,1,25.84,28.9988,70.0,15.0013,462
spring,Apr,Thu,clear,2012,0,0,1,12.68,13.0004,38.0,0.0,36
summer,Jul,Fri,clear,2011,11,0,1,30.54,34.998200000000004,52.0,8.9981,142
winter,Mar,Mon,clear,2011,11,0,0,12.68,13.0004,41.0,27.9993,181
winter,Dec,Mon,clear,2012,9,0,0,1.4000000000000004,-0.9982000000000006,59.0,7.0015,56
spring,Mar,Fri,cloudy,2011,4,0,1,5.160000000000002,1.9982000000000009,100.0,12.998,1
summer,Aug,Fri,cloudy,2011,8,0,1,24.9,26.998999999999995,82.0,23.9994,398
summer,Aug,Tue,clear,2011,11,0,1,25.84,26.998999999999995,34.0,22.0028,131
fall,Nov,Tue,cloudy,2012,17,0,1,11.739999999999998,11.997200000000005,57.99999999999999,12.998,619
spring,Jun,Mon,clear,2012,16,0,0,31.48,32.9984,36.0,19.0012,508
winter,Jan,Wed,clear,2012,14,0,1,12.68,13.0004,62.0,32.9975,132
summer,Aug,Mon,clear,2012,3,0,0,21.14,22.9994,73.0,6.0032,48
summer,Jul,Sat,clear,2012,21,0,1,30.54,34.998200000000004,52.0,8.9981,300
summer,Jun,Sun,cloudy,2012,4,0,0,22.08,22.0028,83.0,11.0014,19
spring,Apr,Thu,cloudy,2012,10,0,1,7.98,3.998000000000001,49.0,22.0028,153
winter,Jan,Mon,clear,2011,1,0,0,-3.3,-12.0004,42.0,31.0009,12
winter,Feb,Tue,clear,2012,15,0,1,16.44,17.0,25.0,27.9993,174
summer,Aug,Thu,clear,2011,12,0,1,26.78,28.9988,55.00000000000001,22.0028,235
fall,Sep,Sat,cloudy,2012,3,0,1,20.2,20.9996,83.0,8.9981,7
fall,Nov,Wed,cloudy,2011,0,0,1,8.919999999999998,7.000999999999998,87.0,11.0014,21
summer,Jun,Mon,clear,2011,13,0,0,26.78,26.998999999999995,40.0,0.0,442
summer,Aug,Wed,cloudy,2012,2,0,1,19.26,20.003,88.0,19.0012,8
fall,Oct,Sat,clear,2011,1,0,1,12.68,13.0004,88.0,0.0,28
winter,Feb,Fri,cloudy,2011,13,0,1,9.86,9.9974,54.0,19.9995,88
summer,Aug,Thu,clear,2012,5,0,1,22.08,22.9994,78.0,7.0015,39
spring,Jun,Sat,clear,2011,1,0,1,18.320000000000004,18.9998,94.0,8.9981,23
winter,Jan,Fri,cloudy,2011,15,0,1,7.040000000000001,5.001199999999997,45.0,12.998,70
winter,Feb,Tue,cloudy,2011,15,0,1,9.86,9.9974,54.0,6.0032,50
summer,Aug,Wed,clear,2011,15,0,1,32.42,34.998200000000004,39.0,19.0012,164
fall,Nov,Sun,clear,2012,11,0,0,9.86,9.9974,43.0,12.998,423
summer,Aug,Fri,clear,2012,5,0,1,21.14,22.0028,83.0,0.0,37
spring,Apr,Sun,rain,2011,14,0,0,16.44,17.0,83.0,39.0007,63
spring,May,Sun,cloudy,2011,5,0,0,15.5,15.9968,82.0,7.0015,14
spring,Apr,Fri,clear,2012,5,0,1,6.1,3.0014000000000003,61.0,15.0013,21
fall,Nov,Wed,rain,2011,3,0,1,9.86,9.9974,100.0,7.0015,3
summer,Jul,Sat,clear,2011,20,0,1,31.48,38.0012,56.00000000000001,0.0,212
winter,Feb,Wed,cloudy,2012,21,0,1,8.919999999999998,7.9975999999999985,50.0,7.0015,109
fall,Oct,Mon,clear,2011,5,0,0,7.040000000000001,7.000999999999998,87.0,0.0,3
summer,Sep,Sat,cloudy,2011,12,0,1,16.44,17.0,45.0,0.0,251
winter,Feb,Mon,cloudy,2012,4,0,0,3.28,-0.0015999999999998,87.0,8.9981,9
spring,Apr,Tue,cloudy,2011,14,0,1,26.78,26.998999999999995,27.0,32.9975,123
summer,Aug,Tue,clear,2011,20,0,1,23.020000000000003,24.9992,34.0,12.998,268
summer,Sep,Mon,clear,2012,4,0,0,15.5,15.9968,72.0,0.0,8
summer,Aug,Fri,cloudy,2011,1,0,1,23.020000000000003,22.9994,94.0,6.0032,17
spring,May,Sat,clear,2012,23,0,1,20.2,20.9996,83.0,6.0032,256
fall,Oct,Sat,rain,2012,1,0,1,17.380000000000003,18.0032,88.0,0.0,16
summer,Aug,Thu,clear,2012,20,0,1,22.08,24.0026,73.0,12.998,391
fall,Dec,Mon,rain,2012,6,0,0,10.8,11.000600000000002,94.0,7.0015,6
summer,Jul,Wed,clear,2012,7,0,1,26.78,28.9988,57.99999999999999,0.0,483
winter,Feb,Sat,cloudy,2011,19,0,1,3.28,-0.0015999999999998,65.0,8.9981,103
winter,Dec,Fri,cloudy,2011,9,0,1,9.86,9.9974,87.0,6.0032,228
fall,Sep,Tue,cloudy,2011,5,0,1,21.14,20.9996,88.0,0.0,25
fall,Sep,Tue,cloudy,2011,2,0,1,21.14,20.9996,88.0,7.0015,8
winter,Mar,Tue,clear,2012,4,0,1,7.98,5.997799999999998,61.0,12.998,3
summer,Jul,Fri,clear,2011,22,0,1,27.72,32.0018,70.0,16.997899999999998,174
fall,Nov,Sun,clear,2012,4,0,0,4.220000000000001,1.9982000000000009,87.0,7.0015,6
winter,Jan,Tue,cloudy,2012,12,0,1,2.34,1.9982000000000009,93.0,0.0,62
spring,Apr,Sun,clear,2011,20,0,0,12.68,13.0004,62.0,8.9981,224
summer,Jul,Tue,clear,2012,18,0,1,31.48,32.0018,32.0,11.0014,730
spring,May,Mon,clear,2011,14,0,0,22.08,24.0026,73.0,12.998,437
fall,Oct,Thu,cloudy,2012,13,0,1,17.380000000000003,18.0032,49.0,8.9981,310
summer,Aug,Sun,clear,2011,12,0,0,26.78,28.9988,57.99999999999999,8.9981,409
spring,May,Wed,cloudy,2011,13,0,1,18.320000000000004,18.9998,88.0,22.0028,172
fall,Oct,Sun,clear,2012,16,0,0,15.5,15.9968,31.0,12.998,637
fall,Nov,Wed,clear,2011,1,0,1,18.320000000000004,18.9998,60.0,19.9995,10
summer,Aug,Fri,clear,2012,21,0,1,27.72,32.0018,66.0,15.0013,342
summer,Sep,Tue,clear,2012,14,0,1,23.020000000000003,24.9992,36.0,19.0012,340
spring,May,Thu,clear,2011,5,0,1,16.44,17.0,100.0,15.0013,9
summer,Aug,Mon,clear,2012,10,0,0,24.9,26.998999999999995,51.0,11.0014,328
winter,Feb,Sun,clear,2011,21,0,0,5.160000000000002,1.9982000000000009,65.0,16.997899999999998,68
summer,Jul,Fri,clear,2012,23,0,1,25.84,28.9988,70.0,8.9981,145
fall,Dec,Sun,cloudy,2012,3,0,0,3.28,3.0014000000000003,81.0,0.0,23
winter,Mar,Mon,clear,2012,18,0,0,16.44,17.0,29.0,19.0012,389
fall,Dec,Mon,cloudy,2012,3,0,0,7.98,5.997799999999998,87.0,12.998,38
summer,Sep,Sat,clear,2012,17,0,1,23.96,26.002399999999994,56.99999999999999,19.0012,846
fall,Nov,Wed,cloudy,2011,21,0,1,15.5,15.9968,77.0,6.0032,168
spring,May,Thu,clear,2012,6,0,1,17.380000000000003,18.0032,94.0,6.0032,158
spring,Mar,Fri,cloudy,2011,2,0,1,6.1,3.0014000000000003,100.0,16.997899999999998,6
fall,Oct,Wed,clear,2012,5,0,1,12.68,13.0004,77.0,6.0032,50
spring,Jun,Sun,clear,2012,18,0,0,22.08,24.9992,36.0,0.0,512
summer,Aug,Sun,clear,2011,7,0,0,21.14,22.0028,83.0,0.0,44
summer,Jul,Sat,clear,2012,20,0,1,32.42,34.998200000000004,39.0,7.0015,336
fall,Nov,Fri,cloudy,2012,12,0,1,8.919999999999998,7.9975999999999985,62.0,7.0015,213
summer,Aug,Mon,cloudy,2012,18,0,0,22.08,22.0028,89.0,6.0032,264
spring,Apr,Tue,cloudy,2011,9,0,1,15.5,15.9968,51.0,26.0027,158
summer,Jun,Mon,clear,2011,1,0,0,22.08,24.9992,53.0,7.0015,90
winter,Feb,Wed,clear,2011,21,0,1,3.28,3.0014000000000003,52.0,0.0,66
winter,Jan,Mon,clear,2012,16,0,0,10.8,11.000600000000002,37.0,19.9995,314
fall,Dec,Sun,clear,2012,13,0,0,9.86,9.9974,54.0,16.997899999999998,456
summer,Sep,Sat,clear,2012,11,0,1,23.020000000000003,24.9992,56.99999999999999,15.0013,321
summer,Jun,Mon,clear,2011,4,0,0,20.2,24.0026,64.0,6.0032,11
winter,Jan,Mon,cloudy,2011,9,0,0,-0.4799999999999995,-0.9982000000000006,80.0,0.0,38
winter,Jan,Sat,rain,2012,9,0,1,15.5,15.9968,88.0,19.0012,107
fall,Oct,Thu,cloudy,2011,5,0,1,17.380000000000003,18.0032,88.0,22.0028,22
winter,Feb,Wed,clear,2011,8,0,1,3.28,-2.9979999999999998,56.00000000000001,32.9975,243
winter,Jan,Fri,clear,2012,21,0,1,4.220000000000001,-0.9982000000000006,44.0,23.9994,121
winter,Jan,Mon,clear,2011,6,0,0,-3.3,-10.0006,49.0,19.0012,1
fall,Dec,Sun,cloudy,2011,13,0,0,5.160000000000002,1.9982000000000009,48.0,16.997899999999998,236
summer,Sep,Wed,clear,2011,16,0,1,26.78,28.002199999999995,51.0,15.0013,292
spring,Mar,Sun,clear,2011,17,0,0,7.040000000000001,3.998000000000001,24.0,15.0013,203
winter,Mar,Sun,clear,2012,1,0,0,6.1,3.0014000000000003,36.0,16.997899999999998,51
summer,Jul,Tue,cloudy,2011,9,1,0,25.84,28.9988,66.0,6.0032,238
fall,Nov,Sat,cloudy,2012,23,0,1,6.1,5.001199999999997,75.0,6.0032,110
winter,Jan,Sat,clear,2012,11,0,1,6.1,3.998000000000001,56.00000000000001,11.0014,138
fall,Oct,Thu,cloudy,2012,10,0,1,13.62,13.997,67.0,0.0,228
fall,Dec,Sun,clear,2011,20,0,0,6.1,5.001199999999997,61.0,6.0032,127
summer,Aug,Sun,cloudy,2012,4,0,0,23.020000000000003,24.9992,69.0,7.0015,12
summer,Aug,Mon,clear,2012,11,0,0,30.54,36.001400000000004,56.00000000000001,27.9993,437
summer,Jul,Wed,clear,2012,6,0,1,22.08,22.0028,89.0,11.0014,194
spring,Apr,Sun,clear,2011,13,0,0,17.380000000000003,18.0032,39.0,19.9995,455
summer,Jun,Mon,clear,2011,15,0,0,26.78,26.998999999999995,40.0,0.0,403
winter,Mar,Tue,clear,2012,6,0,1,13.62,13.997,88.0,8.9981,120
fall,Nov,Sat,cloudy,2012,14,0,1,10.8,11.000600000000002,40.0,32.9975,262
spring,Apr,Sun,cloudy,2011,23,0,0,17.380000000000003,18.0032,88.0,11.0014,117
spring,Apr,Sat,clear,2011,9,1,0,15.5,15.9968,55.00000000000001,12.998,178
winter,Feb,Sat,cloudy,2011,8,0,1,11.739999999999998,11.997200000000005,77.0,12.998,272
summer,Sep,Fri,cloudy,2011,7,0,1,21.14,22.9994,78.0,12.998,338
winter,Mar,Thu,cloudy,2011,19,0,1,7.98,3.998000000000001,76.0,22.0028,134
summer,Jul,Sat,clear,2011,3,0,1,20.2,22.9994,73.0,12.998,7
